id,term,instructors
5878683,20S,"[""The Staff""]"
5878630,20S,"[""Rodriguez, M.A.""]"
5880319,20S,"[""Halperin, E.""]"
5883265,20S,"[""Alma, K.""]"
5883111,20S,"[""Zack, J.A.""]"
5880001,20S,"[""Tentative""]"
2357,20W,"[""Lofchie, M.F.""]"
3528589,20W,"[""Scheinrock, J.I.""]"
222,20W,"[""Vogel, J.E.""]"
5408,20W,"[""Tsao, T.""]"
1221,20W,"[""Clubb, R.T.""]"
3768665,20W,"[""Lacayo, C.O.""]"
3915,20W,"[""Joo, J.""]"
4003,20W,"[""Miller, S.A.""]"
4603,20W,"[""Franco, E.""]"
4069,20W,"[""Gere, D.H.""]"
1157,20W,"[""Ozel, G."",""Ennemoser, B.""]"
3585,20W,"[""Gupta, V.""]"
1196,20W,"[""No instructors""]"
5433,20W,"[""Chang, J.P.""]"
2230,20W,"[""Turner, P.A.""]"
2261,20W,"[""Shevtsov, Y."",""Casas Goncalves, G""]"
3118,20W,"[""Kawanishi, Y.""]"
1536,20W,"[""Sankar, M."",""Narayana Gowda, S."",""Hauser, J."",""Arisaka, K.""]"
1344,20W,"[""Stigler, J.W.""]"
2027,20W,"[""Garrell, R.L.""]"
2393163,20W,"[""Babiec, W.E.""]"
1914,20W,"[""Mitsunaga, J.I.""]"
2249,20W,"[""Yeh, W.W.""]"
3575761,20W,"[""Sung, E.C.""]"
2588,20W,"[""Smoak, J.D.""]"
70,20W,"[""Gao, E.X.""]"
4151,20W,"[""No instructors""]"
2416,20W,"[""Smith, M.M.""]"
2556,20W,"[""Beren, C.E.""]"
471,20W,"[""Shaked, S.""]"
4135,20W,"[""Di Carlo, D.""]"
1558,20W,"[""Richardson, N."",""Salvani, M.D.""]"
80919,20W,"[""Anderson, S.F."",""Omran, A.O.""]"
2105,20W,"[""Shoup, D.C."",""Pinski, M.J.""]"
1064,20W,"[""Mcgrath, N.E."",""Spruill, M.J.""]"
692,20W,"[""Hagigi, L.E.""]"
3760,20W,"[""Wagar, P.M.""]"
2883,20W,"[""Bowdre, K.M.""]"
145,20W,"[""No instructors""]"
2468,20W,"[""Kim, S.""]"
1299,20W,"[""Palencia, H.""]"
2474,20W,"[""Waldinger, R.""]"
4715,20W,"[""Shapley, A.E."",""Furlanetto, S.R.""]"
3004,20W,"[""Mehta, M.R.""]"
4321,20W,"[""Shushtari, P.J."",""Kepner, D.C."",""Zhao, Z.""]"
976,20W,"[""Faier, L.B.""]"
2180,20W,"[""Phillips Quintanil"",""Tobin, S.C.""]"
114,20W,"[""An, J.Y.""]"
2077,20W,"[""Robins, S.S."",""Goyal, Y.""]"
3691,20W,"[""Hudson, P.J.""]"
3790,20W,"[""Feldmann, S.""]"
2383,20W,"[""Chakravarty, S.""]"
1933,20W,"[""Howard, T.C.""]"
1826,20W,"[""Pourjavady, A.H.""]"
3855,20W,"[""Kao, J.C.""]"
3216,20W,"[""Oppenheim, J.H.""]"
468,20W,"[""Panagia, D.""]"
1973,20W,"[""Bumford, D.T.""]"
5061,20W,"[""Marino, K.M."",""Carcamo, J.A.""]"
4822,20W,"[""Bozorgnia, Y.""]"
45,20W,"[""Lysy, A.""]"
184,20W,"[""Weiss, S.""]"
1158,20W,"[""Bermudez Castro, C"",""Tobin, S.C.""]"
3695,20W,"[""Stenstrom, M.K.""]"
2821,20W,"[""Wilson, B.""]"
4419,20W,"[""Chang, J.P."",""Acosta, A.""]"
1231,20W,"[""Joseph, S.J.""]"
2916,20W,"[""Lithgow-Bertelloni""]"
4000541,20W,"[""Reue, K.""]"
2072,20W,"[""Torres, J.""]"
1739,20W,"[""O'Shea, J.M.""]"
3315,20W,"[""Loo, J.A.""]"
5172,20W,"[""Liou, K.""]"
2211,20W,"[""Burns, S.M."",""Lieberman, M.D.""]"
2757,20W,"[""Foster, S.L.""]"
1939,20W,"[""Barrera, D.S.""]"
4567,20W,"[""Freixes, G.""]"
1376,20W,"[""Zenios, S.""]"
2281,20W,"[""Wolff, G.""]"
1877,20W,"[""Hackmann, M.B.""]"
1128,20W,"[""Gilens, M.I."",""Kim, A.L.""]"
4169,20W,"[""Rowat, A.C.""]"
1467,20W,"[""Lettenmaier, D.P.""]"
5136,20W,"[""Goodall, G.S.""]"
5180,20W,"[""No instructors""]"
1223,20W,"[""Baker, K.G."",""Stuber, M.L."",""Ruiz, M.""]"
4303,20W,"[""Blair, H.T.""]"
938,20W,"[""Zhu, Y.""]"
136,20W,"[""Yates, P.F.""]"
3686,20W,"[""Tabuada, P.""]"
1605,20W,"[""Hayes-Bautista, D.""]"
3272173,20W,"[""Hsiao, E.Y.""]"
5384,20W,"[""Convery, P.D.""]"
2669931,20W,"[""Melzer, S.E.""]"
3099,20W,"[""Barreto, M.A.""]"
1285,20W,"[""Voigtlaender, N.""]"
2553,20W,"[""Schmidt, J.J.""]"
1817,20W,"[""Lyons, S.A."",""Schiffler, E.M.""]"
4103,20W,"[""Juvonen, J.H.""]"
919,20W,"[""Anderson, S.F.""]"
3831,20W,"[""Poggi-Corradini, P""]"
3292,20W,"[""Silverman, D.L.""]"
3713,20W,"[""Villarreal, E.E.""]"
3886,20W,"[""Orren, G.R."",""Ahmed, N.""]"
4402,20W,"[""No instructors""]"
3619,20W,"[""Austin, T.D.""]"
979,20W,"[""Elaasar, M.""]"
4884,20W,"[""Makdisi, S.""]"
22,20W,"[""Guillen, L.I.""]"
5454,20W,"[""No instructors""]"
1983,20W,"[""Stefanovska, M.""]"
4006,20W,"[""Gonzalez Calderon,"",""Guerrero, A.""]"
3453,20W,"[""Russell, A.A.""]"
5240,20W,"[""Repetti, R.L.""]"
289,20W,"[""Rensel, M.A."",""Lee, R.C."",""Vaughn, R.A."",""Panofsky, A.L.""]"
5435,20W,"[""Bendersky, C.B.""]"
1578,20W,"[""Ahmad, A.M."",""Johns, A.J.""]"
4990,20W,"[""Golub, P.R.""]"
939,20W,"[""Mal, A.K.""]"
1783,20W,"[""Harrison, O.C.""]"
5223,20W,"[""Zink, J.I.""]"
10,20W,"[""Illes, L.I."",""Fischella, M.R.""]"
2752,20W,"[""Malkin, I.""]"
1314,20W,"[""Akee, R.K.""]"
2309,20W,"[""Fuchs, B.""]"
5428,20W,"[""Reisler, E.""]"
3874,20W,"[""Franco, E.""]"
2491533,20W,"[""Gong-Guy, E.""]"
3812952,20W,"[""Groeling, T.J.""]"
2634,20W,"[""Seisler, N.Y."",""Weibel, J.M.""]"
1194,20W,"[""Matsusaka, H.""]"
4573,20W,"[""Gober, J.W.""]"
1429,20W,"[""Aciksoz, S.C.""]"
1342,20W,"[""van Veen, S.C.""]"
2424,20W,"[""Shimasaki, B.A."",""Nordby, J.C."",""Maida, C.A."",""Le Rouzo, L."",""Lam, A.""]"
4611,20W,"[""Quade, R.K."",""Mi, M.""]"
389,20W,"[""Ershadi, G."",""Sarrafzadeh, M.""]"
2257667,20W,"[""Bookheimer, S.Y.""]"
2171,20W,"[""Hevener, A.L.""]"
5271,20W,"[""Hayes-Bautista, D.""]"
1213,20W,"[""Cevik, S.B.""]"
2067,20W,"[""Tao, H.""]"
3581,20W,"[""Krouse, I.""]"
4932,20W,"[""Jung, M.E.""]"
4911,20W,"[""Rodrigue, J.""]"
488,20W,"[""de Biase, L.M.""]"
3629,20W,"[""Kevorkian, K.K.""]"
1541,20W,"[""Woo, E.A.""]"
3401,20W,"[""Yang, J.""]"
243,20W,"[""Mansolf, M.A."",""Lee, J.H.""]"
2302,20W,"[""Malkan, M.A.""]"
2123220,20W,"[""Sheppard, E.S.""]"
1345,20W,"[""Quinlan, M.E.""]"
2598,20W,"[""Aguiar Vallim, E.J""]"
2351,20W,"[""Taylor, D.A.""]"
3786,20W,"[""Cheng, G.C.""]"
3810,20W,"[""Dimuro, J.A.""]"
1782,20W,"[""Garro, L.C."",""Merritt, C.R.""]"
580,20W,"[""Lazazzera, B.A."",""Pham, H.D.""]"
4837,20W,"[""Kudyma, A.""]"
4935,20W,"[""Dean, M.E.""]"
2256098,20W,"[""Bilder, R.M.""]"
602,20W,"[""Burt, B.D."",""Guerrero, A.""]"
78226,20W,"[""Collins, M.D.""]"
422,20W,"[""Davis, M.E.""]"
420,20W,"[""Faliks, I."",""Bazik, I.""]"
1121,20W,"[""Iverson, B.C.""]"
2948,20W,"[""Haselton, M.G."",""Karakus, K.E."",""Vaughn, R.A."",""Lynch, J.W."",""Massa, M.G.""]"
1174,20W,"[""Dimuro, J.A."",""Gallagher, M.R.""]"
3895,20W,"[""Cong, J.J.""]"
5434,20W,"[""Liu, G.""]"
2157,20W,"[""Colicelli, J.J."",""Reue, K.""]"
2583039,20W,"[""Sun, Y.""]"
3352,20W,"[""Ardam, J.W.""]"
177,20W,"[""Jones, D.L.""]"
4641,20W,"[""Desveaux, J.A."",""Vilan, A.""]"
5112,20W,"[""Hasson, T.W."",""Razinia, Z.""]"
2944,20W,"[""Bravo Plaza, F."",""Misic, V.""]"
1210,20W,"[""Banerji, A.""]"
728,20W,"[""Waldinger, R.""]"
5153,20W,"[""Burke, A.A.""]"
3891,20W,"[""Greenfield, P.M.""]"
3102263,20W,"[""Houk, K.N.""]"
2865,20W,"[""Gallagher, L.""]"
3020,20W,"[""de La Torre, L.""]"
2756,20W,"[""Mo'E'Hahne, H.""]"
3497,20W,"[""Karvonides, C.""]"
1357,20W,"[""Loh, K.C.""]"
800,20W,"[""Marcot, J.D.""]"
3016,20W,"[""Ruhm, J.""]"
3336,20W,"[""Fink, R.W.""]"
1602,20W,"[""Kremmer, V.M.""]"
4797,20W,"[""Pellegrini, M.""]"
3815768,20W,"[""de Leon, J.P.""]"
1944,20W,"[""Frankel, R.E.""]"
1027,20W,"[""No instructors""]"
3230,20W,"[""Peterson, S.M.""]"
2432,20W,"[""Rubin, J.L.""]"
4766,20W,"[""Moio, J.A.""]"
1159,20W,"[""No instructors""]"
581,20W,"[""Elashoff, D."",""Ranganath, V.K.""]"
188,20W,"[""Levine, A.J.""]"
5005,20W,"[""No instructors""]"
115,20W,"[""Kruglyak, L.""]"
741,20W,"[""Barker, K.""]"
2596,20W,"[""Eskin, E.""]"
1400,20W,"[""Guerrero, A."",""de Paula Santos, A""]"
3797,20W,"[""Foard, A.D.""]"
18,20W,"[""Bower, J.E.""]"
2530819,20W,"[""Lucas, W.H.""]"
2719,20W,"[""Giorcelli, M.""]"
1292,20W,"[""Cochran, S.D.""]"
2771,20W,"[""Cebreros Urzaiz, M""]"
1496,20W,"[""Roper, M.L.""]"
5085,20W,"[""Pamarti, S.""]"
2473,20W,"[""Pfluegl, G."",""Cao, Z.""]"
2389171,20W,"[""Farber, D.B.""]"
2564,20W,"[""Potkonjak, M.""]"
5068,20W,"[""Diaconescu, P.L."",""Shen, Y.""]"
5138,20W,"[""Ozcan, A.""]"
2899,20W,"[""Ikeda, E.""]"
2780,20W,"[""Kellman, P.""]"
2268641,20W,"[""Fanselow, M.S.""]"
4000,20W,"[""Lau, C.H.""]"
4693,20W,"[""Kleinrock, L.""]"
463,20W,"[""Freeman, S.F."",""Paparella, T.""]"
2731,20W,"[""Chou, T.""]"
3661,20W,"[""Li, X."",""Guan, Z."",""Yuan, J.""]"
3575739,20W,"[""Bryant, G.A.""]"
2933,20W,"[""Tolbert, S.H.""]"
4075,20W,"[""Allakhverdyan, B.V""]"
1405,20W,"[""Lunde, A.O.""]"
1537,20W,"[""Yarborough, R.A.""]"
3173,20W,"[""Valenzuela, A."",""Quartz, K.""]"
76528,20W,"[""Levy-Storms, L.F.""]"
946,20W,"[""Mcdonald, K.B.""]"
2060,20W,"[""No instructors""]"
1411,20W,"[""Li, S.""]"
5042,20W,"[""The Staff""]"
2370,20W,"[""Black, C.V.""]"
1413,20W,"[""Keranen, J.P.""]"
675,20W,"[""Hsiao, E.Y.""]"
4542,20W,"[""Weiss, R.E.""]"
2733,20W,"[""Adegbola, M.B.""]"
247,20W,"[""Duthie, N.N.""]"
648,20W,"[""Posner, D.N.""]"
5135,20W,"[""Walske, J.M.""]"
4208,20W,"[""Nakano, A.""]"
3741,20W,"[""Tehranian, Y.J."",""Drake, B.L.""]"
1052,20W,"[""Hendelman, T.""]"
1905,20W,"[""Senturk, D."",""Gibson, T.A.""]"
1651,20W,"[""Cross, T.J."",""Doyon, D."",""Kim, J.""]"
3067,20W,"[""Poliquin, C.W.""]"
4893,20W,"[""Paul, K.N."",""Walker, D.W.""]"
1388,20W,"[""He, L.""]"
3476,20W,"[""Paul, K.N.""]"
3652,20W,"[""Lieberman, M.D.""]"
3473,20W,"[""Faliks, I.""]"
5029,20W,"[""Xie, Y."",""Goorsky, M.S.""]"
1012,20W,"[""Schwartz, J.A.""]"
2384,20W,"[""Dong, S.B.""]"
459,20W,"[""Hall, S.C.""]"
4679,20W,"[""No instructors""]"
868,20W,"[""Schriver, D.""]"
3094,20W,"[""Becerra, M.J."",""Tobin, S.C.""]"
1816,20W,"[""Lee, H.""]"
608,20W,"[""Reiher, P.L.""]"
3362,20W,"[""Brown, T.A.""]"
3997,20W,"[""Chen, Y.""]"
1111,20W,"[""Mack, M.""]"
1060,20W,"[""Ozel, G.""]"
2665,20W,"[""Gunn, F.N.""]"
3575750,20W,"[""Yildiz, Y.""]"
3819,20W,"[""Wayne, R.""]"
1044,20W,"[""Miller, J.H.""]"
2033,20W,"[""Aghili, K.""]"
1855,20W,"[""Hur, W.K.""]"
1705,20W,"[""No instructors""]"
4819,20W,"[""Anderson, R.D.""]"
817,20W,"[""Harjito, T."",""Sharma, A.""]"
570,20W,"[""Anderson, S.F."",""Mcdonald, W.C.""]"
4988,20W,"[""Cheng, G.C.""]"
2198,20W,"[""Nabokov, P.""]"
1140,20W,"[""Hearn, K.N.""]"
5881073,20S,"[""Aron, S.A.""]"
5878847,20S,"[""Morris, S.P.""]"
1,20W,"[""Allmendinger, B.""]"
5881834,20S,"[""No instructors""]"
10579027,20S,"[""Schwartz, J.A.""]"
5882623,20S,"[""de La Torre, L.""]"
5881060,20S,"[""Sheng, S."",""Chetverikov, D.N."",""Liao, Z.""]"
5885858,20S,"[""Sadzik, T.M.""]"
5886358,20S,"[""Simpson, M.E.""]"
5880855,20S,"[""Mcmillan, U.G.""]"
5880801,20S,"[""Qin, L.""]"
5884062,20S,"[""Qian, T."",""Ni, N."",""Hauser, J."",""Arisaka, K.""]"
5884493,20S,"[""Levy, S.R.""]"
5883689,20S,"[""West, E.P.""]"
5879177,20S,"[""No instructors""]"
5881984,20S,"[""Yates, P.F.""]"
5884322,20S,"[""Dunham, L.R.""]"
5879305,20S,"[""Kwon, M.""]"
5883606,20S,"[""TA"",""Rensel, M.A.""]"
5881922,20S,"[""Pogossian, M.""]"
5882352,20S,"[""Gallien, T.""]"
5879269,20S,"[""Hsu, P.T.""]"
5886713,20S,"[""Inaba, J.N."",""Jimenez Iniesta, D"",""Shaffer, G.""]"
5882051,20S,"[""Dutton, G.E.""]"
5878756,20S,"[""Papadopoulos, J.K.""]"
5879333,20S,"[""Yang, J.""]"
5883931,20S,"[""Radu, R.""]"
5886343,20S,"[""Huneven, M.R.""]"
5883273,20S,"[""Gonzalez, O.O.""]"
5880766,20S,"[""Seltzer, M.H.""]"
5884312,20S,"[""Desveaux, J.A."",""Nelson, K.R.""]"
5884042,20S,"[""Reue, K.""]"
5884256,20S,"[""Schweizer, F.E.""]"
5883816,20S,"[""No instructors""]"
5880569,20S,"[""Caram, J.R.""]"
5881986,20S,"[""Tienson-Tseng, H.L""]"
5879777,20S,"[""Bucklin, R.E.""]"
5887737,20S,"[""Moberg Parker, J.P""]"
5881220,20S,"[""Torres-Gil, F.M.""]"
5884724,20S,"[""Tidball, J.G.""]"
5882537,20S,"[""Fluitt, A.H."",""Clark, I.E.""]"
5882458,20S,"[""Lin, S.""]"
5879485,20S,"[""Williams, M.G.""]"
5879266,20S,"[""Timmermans, S.""]"
5878750,20S,"[""Chiou, P.""]"
5879296,20S,"[""van Den Broeck, G.""]"
5883613,20S,"[""Mcnitt-Gray, M.""]"
5880155,20S,"[""Wang, S.""]"
10588925,20S,"[""Ganz, P.A.""]"
5886121,20S,"[""Wong, K."",""Lawson, J.M.""]"
5884221,20S,"[""Tunstall, J.D.""]"
5882217,20S,"[""Freeman, S.""]"
5880780,20S,"[""Huang, Y.""]"
5883429,20S,"[""Glanzman, D.L."",""Mulugeta, M.""]"
5882567,20S,"[""Lyons, K.M.""]"
5879796,20S,"[""Ickx, W.H.""]"
5883641,20S,"[""Greene, M.P.""]"
5884019,20S,"[""Wimboprasetyo, D.W""]"
5882975,20S,"[""Kamei, D.T.""]"
5881759,20S,"[""The Staff""]"
5887031,20S,"[""Freixes, G.""]"
5878874,20S,"[""The Staff""]"
5882346,20S,"[""Tarnawska Senel, M""]"
5879237,20S,"[""Loza, S.J.""]"
5881908,20S,"[""Braybrook, S.A.""]"
5886032,20S,"[""Fu, R.""]"
5882815,20S,"[""Lu, M.""]"
5879218,20S,"[""Phelps, L.L.""]"
5887170,20S,"[""Esdin, J.""]"
5885033,20S,"[""Lal, V.""]"
5884183,20S,"[""Samani, J.F.""]"
5879751,20S,"[""Orozco, C.M."",""Thies, M.F.""]"
5878835,20S,"[""Gjertson, D.W.""]"
5882803,20S,"[""TA"",""Jansma, K.""]"
5879782,20S,"[""Phelps, P.E.""]"
5883664,20S,"[""Arant, T.J.""]"
5882437,20S,"[""Hristakeva, S.""]"
5880420,20S,"[""The Staff""]"
5883995,20S,"[""Cockrum, W.M.""]"
5878853,20S,"[""Clubb, R.T.""]"
5881634,20S,"[""Taira, R.K.""]"
5882638,20S,"[""Plath, K."",""Frand, A.R.""]"
5880333,20S,"[""Rensel, M.A."",""Zhang, X.""]"
5879685,20S,"[""Bogdanich, C.D.""]"
5879749,20S,"[""Bagrodia, R.""]"
5884276,20S,"[""No instructors""]"
5886890,20S,"[""Ingenito, D.""]"
5878965,20S,"[""Lunde, A.O.""]"
10587352,20S,"[""Black, C.V.""]"
5884131,20S,"[""Gupta, A.""]"
5878812,20S,"[""No instructors""]"
5880360,20S,"[""Heckerman, D.E.""]"
5888524,20S,"[""Savage, V.M.""]"
5888528,20S,"[""Schlinger, B.""]"
5881362,20S,"[""Steinberg, R.H.""]"
5881968,20S,"[""Pogossian, M.""]"
5884326,20S,"[""No instructors""]"
5881328,20S,"[""van Den Broeck, G.""]"
5879650,20S,"[""Tobin, S.C."",""Larkin, J.A.""]"
5888555,20S,"[""No instructors""]"
5888504,20S,"[""Moe, M.L.""]"
5880514,20S,"[""Snipes, J.""]"
5879556,20S,"[""TA"",""Potkonjak, M.""]"
5879355,20S,"[""Arnold, A.P.""]"
5879585,20S,"[""No instructors""]"
5884971,20S,"[""Keating, P.""]"
5879844,20S,"[""Bishop, J.P.""]"
5885374,20S,"[""Silvestri, G.""]"
5878658,20S,"[""Avila, E.R.""]"
5884337,20S,"[""Harran, P.G.""]"
5882487,20S,"[""Caskey, J.A.""]"
5881329,20S,"[""Arant, T.J.""]"
5888501,20S,"[""Narins, P.M.""]"
5882029,20S,"[""Farley, R."",""King, K.C.""]"
5881123,20S,"[""Gehret, A.R.""]"
5882362,20S,"[""Xue, Y."",""Zhan, S.""]"
5885485,20S,"[""The Staff""]"
5886922,20S,"[""Cabric, D.""]"
5880407,20S,"[""Paik Schoenberg, F""]"
5885149,20S,"[""Banner, S.A.""]"
5885788,20S,"[""Mcgarry, K.M."",""Ikudo, A.""]"
5879857,20S,"[""Schlinger, B.""]"
5883813,20S,"[""Kraus, P.J.""]"
5888540,20S,"[""Smith, T.B.""]"
5881508,20S,"[""Zaniolo, C.""]"
5881056,20S,"[""The Staff""]"
5883981,20S,"[""Martinez-Fernandez""]"
5879643,20S,"[""Barreto, R.M.""]"
5882622,20S,"[""Tentative""]"
3246,20W,"[""Peters, K.E."",""Heneise, R.A.""]"
3910,20W,"[""No instructors""]"
5884236,20S,"[""Tentative""]"
814,20W,"[""Sharma, A."",""Heller, J.L.""]"
1235,20W,"[""Tobin, S.C."",""Munoz, L.""]"
2078,20W,"[""Johnson, D.""]"
2411,20W,"[""Mcenerney, B.""]"
770,20W,"[""Wimboprasetyo, D.W""]"
4213,20W,"[""Manojlovic, M.""]"
618,20W,"[""Goorsky, M.S.""]"
2354,20W,"[""Lichtman, D.G."",""Kutner, A.M.""]"
2664334,20W,"[""Novitch, B.G.""]"
2041,20W,"[""Meng, L."",""Angelopoulos, V.""]"
2431,20W,"[""Foaad, L.R.""]"
2928972,20W,"[""Zaller, J.R.""]"
3164,20W,"[""Abraham, K.G.""]"
902,20W,"[""Yu, H.""]"
2810823,20W,"[""Hartenstein, V.""]"
2133,20W,"[""Azencot, O.""]"
894,20W,"[""Owens, C.M.""]"
2847,20W,"[""Cifola, B.""]"
2939,20W,"[""Sayegh, P.""]"
1512,20W,"[""No instructors""]"
5298,20W,"[""Speyer, J.L.""]"
2297,20W,"[""Takakura, A.H.""]"
2960,20W,"[""Ahn, S.""]"
3238862,20W,"[""Yang, L.""]"
3647,20W,"[""No instructors""]"
2637,20W,"[""Kim, J.""]"
2224612,20W,"[""Kornblum, H.I.""]"
1915,20W,"[""Fuligni, A.J.""]"
2549007,20W,"[""Liu, Z.""]"
1306,20W,"[""Yeates, T.O."",""Dickerson, R.E."",""Eisenberg, D.S.""]"
3535770,20W,"[""Hsu, A.""]"
4372,20W,"[""Speyer, J.L.""]"
3207804,20W,"[""Dubinett, S.M.""]"
3290496,20W,"[""Wassum, K.""]"
2134929,20W,"[""Mehta, M.R.""]"
2676264,20W,"[""Fanselow, M.S.""]"
993,20W,"[""Ricciardi, G.""]"
4490,20W,"[""Carvajal Acuna, C."",""Zame, W.R.""]"
4166,20W,"[""Min, E.A.""]"
3248756,20W,"[""Evans, C.J.""]"
4857,20W,"[""George, S.B.""]"
329,20W,"[""Liu, W."",""Tseng, H."",""Shen, A.M."",""Shivkumar, K.""]"
2075,20W,"[""Abraham, K.G.""]"
2110,20W,"[""Mcwilliams, C.B.""]"
487,20W,"[""Deb, A.""]"
103824,20W,"[""Schroeder, N.M.""]"
428,20W,"[""Ahdi, S.K.""]"
657,20W,"[""Bescher, E.P.""]"
5144,20W,"[""Severina, Y.N.""]"
2374573,20W,"[""Samuel, J.M.""]"
3961,20W,"[""Distefano, J.""]"
5404,20W,"[""Manville, M.K.""]"
186,20W,"[""Hualpa, L.D.""]"
5041,20W,"[""Garg, N.K.""]"
4286,20W,"[""Spencer, M.J.""]"
2723226,20W,"[""Carmichael, S.T.""]"
409,20W,"[""No instructors""]"
4259,20W,"[""No instructors""]"
4539,20W,"[""No instructors""]"
2802,20W,"[""Emmerich, M.D.""]"
438,20W,"[""Steinmetz, J.A.""]"
4016628,20W,"[""Russell, B.E.""]"
4434,20W,"[""Boscardin, W.J.""]"
2592,20W,"[""Rostami, M."",""Loza, S.J.""]"
2530561,20W,"[""Liebing, H.""]"
4789,20W,"[""Walker, D.W.""]"
966,20W,"[""Rosenthal, S.J.""]"
2701,20W,"[""Avila, E.R.""]"
464,20W,"[""Levy-Storms, L.F."",""Barragan, N.C.""]"
1382,20W,"[""Burns, L.M.""]"
3343350,20W,"[""Manville, M.K.""]"
414,20W,"[""Jassby, D.""]"
264,20W,"[""Houk, K.N.""]"
433,20W,"[""Bermudez Castro, C"",""Tobin, S.C.""]"
4976,20W,"[""Nathanson, D.A.""]"
5357,20W,"[""Tomiyama, A.J.""]"
3566870,20W,"[""Arumugaswami, V.""]"
2774,20W,"[""Huneven, M.R.""]"
605,20W,"[""Golub, P.R.""]"
847,20W,"[""Chernikov, A.""]"
5078,20W,"[""Lee, C.J.""]"
2817,20W,"[""Dorian, A."",""Gill, M.""]"
2257420,20W,"[""Jewitt, D.C.""]"
2237577,20W,"[""Coller, H.A.""]"
2807498,20W,"[""Clark, A.T.""]"
2680,20W,"[""Falcon, C.""]"
3525,20W,"[""Enders, C.K.""]"
4199,20W,"[""Lin, C.C.""]"
5130,20W,"[""Wilson, R.""]"
729,20W,"[""Lee, S.S.""]"
500766,20W,"[""Anderson, S.F.""]"
1224,20W,"[""Russell, C.T.""]"
493,20W,"[""Gallagher, L.""]"
333,20W,"[""Tomboulis, E.T."",""Myers, R.M.""]"
1008,20W,"[""Brand, J.E."",""Heuveline, P.C.""]"
3787,20W,"[""Ozcan, A.""]"
4647,20W,"[""Espinal, J."",""Guerrero, A.""]"
4809,20W,"[""Bibler, Z.R."",""Popkin, L.A.""]"
1830,20W,"[""Edgerton, V.R.""]"
1946310,20W,"[""Monti, M.M.""]"
1854,20W,"[""Gao, E.X.""]"
3342919,20W,"[""Babiec, W.E.""]"
3836,20W,"[""Iyer, S.S.""]"
5365,20W,"[""Stigler, J.W.""]"
5269,20W,"[""Goldberg, R.B.""]"
284,20W,"[""Shin, M.E.""]"
2924,20W,"[""Mahajan, A.K.""]"
5284,20W,"[""Deutsch, S.""]"
2835,20W,"[""Walsh, S.""]"
4480,20W,"[""Peris, W.E.""]"
2090,20W,"[""Bernardo, A.E.""]"
1961,20W,"[""Keyes, C.L.""]"
1712,20W,"[""Thulsiraj, V.""]"
1324,20W,"[""Terraciano, K.B.""]"
3552698,20W,"[""Faliks, I.""]"
2919,20W,"[""Thomas Tobin, C.S.""]"
5259,20W,"[""Chiou, P.""]"
1865,20W,"[""Kusenko, A.""]"
4187,20W,"[""Russell, M.A."",""Shimoda, Y.T.""]"
4896967,20W,"[""Tong, J.""]"
4638,20W,"[""Martinez, O.M.""]"
1772,20W,"[""Stahuljak, Z.""]"
2543166,20W,"[""Lieberman, M.D.""]"
5474,20W,"[""Moon, A.""]"
146,20W,"[""Nabokov, P.""]"
2306,20W,"[""Vassiliev, V.V.""]"
4074,20W,"[""Jang, Y.""]"
5311,20W,"[""Khalid Jawed, M.""]"
1431,20W,"[""Rubinson, G.J.""]"
4301,20W,"[""Unzueta, M.M.""]"
415,20W,"[""Picazo, M.""]"
4313,20W,"[""Gelmini, G.B.""]"
2123707,20W,"[""Tomiyama, A.J.""]"
210,20W,"[""Arnold, A.P.""]"
1184,20W,"[""Monbouquette, H.G.""]"
2767,20W,"[""Thomas, P.A."",""Tobin, S.C.""]"
5470,20W,"[""The Staff""]"
3341276,20W,"[""de Robertis, E.M.""]"
4853,20W,"[""Chang, J.P."",""Acosta, A.""]"
5170,20W,"[""Levine, N.""]"
90,20W,"[""Vassiliev, V.V.""]"
1022,20W,"[""Mcclendon, M.C.""]"
3896,20W,"[""Tabuada, P.""]"
2699,20W,"[""Wodobode, A.""]"
4225,20W,"[""Wong, C.""]"
1726,20W,"[""Samani, J.F.""]"
2711,20W,"[""Tsou, J.C.""]"
1095,20W,"[""Froot, D.Z.""]"
405,20W,"[""Turner, V.K.""]"
5371,20W,"[""Paul, K.N.""]"
3990,20W,"[""No instructors""]"
180,20W,"[""Rosen, K.B."",""Tarnawska Senel, M""]"
597,20W,"[""Pourjavady, A.H.""]"
1940,20W,"[""Abraham, K.G.""]"
1204,20W,"[""Mengual, M."",""Jansma, K.""]"
2149,20W,"[""Froot, D.Z.""]"
4670,20W,"[""No instructors""]"
4526,20W,"[""Mehta, A.M.""]"
427,20W,"[""No instructors""]"
3942,20W,"[""Bryant, G.A.""]"
1182,20W,"[""Sanchez, J.""]"
1956367,20W,"[""Nel, A.""]"
4423,20W,"[""Dhir, V.K.""]"
286,20W,"[""O'Shea, J.M.""]"
5092,20W,"[""Neill, L.A.""]"
5320,20W,"[""Fajgelbaum, P.D.""]"
246,20W,"[""Gandhi, E.C.""]"
4481,20W,"[""Rhyne, A.M."",""Cho, M.A.""]"
154,20W,"[""Zhang, Z.""]"
4293,20W,"[""Jackson, A.P.""]"
69,20W,"[""Carpio, G.G.""]"
1222,20W,"[""Cole, B.L.""]"
1697,20W,"[""Stewart, J.P.""]"
3274,20W,"[""Paik Schoenberg, F""]"
